,condition,drug name,meanNormalizedScore
1948,Chronic Pain,Ziconotide,6.25
1949,Chronic Pancreatitis,Creon,5.583333333333333
1950,Chronic Pancreatitis,Hi-Vegi-Lip,6.0
1951,Chronic Pancreatitis,Pancreatin,6.0
1952,Chronic Pancreatitis,Pancreaze,8.5
1953,Chronic Pancreatitis,Pancrelipase,5.9
1954,Chronic Pancreatitis,Zenpep,8.0
1955,Chronic Spasticity,Baclofen,5.607142857142857
1956,Chronic Spasticity,Botox,5.25
1957,Chronic Spasticity,Dantrolene,6.5
1958,Chronic Spasticity,Gablofen,7.0
1959,Chronic Spasticity,Lioresal,2.0
1960,Chronic Spasticity,Lioresal Intrathecal,3.25
1961,Chronic Spasticity,OnabotulinumtoxinA,5.25
1962,Clostridial Infection,Dificid,4.8
1963,Clostridial Infection,Fidaxomicin,5.083333333333333
1964,Clostridial Infection,Flagyl,5.2
1965,Clostridial Infection,Lactobacillus acidophilus,7.25
1966,Clostridial Infection,Metronidazole,4.318181818181818
1967,Clostridial Infection,Vancomycin,4.6
1968,Cluster Headaches,Cafergot,6.3
1969,Cluster Headaches,Caffeine / ergotamine,6.3
1970,Cluster Headaches,Calan,6.5
1971,Cluster Headaches,Calan SR,6.0
1972,Cluster Headaches,Cyproheptadine,7.166666666666667
1973,Cluster Headaches,D.H.E. 45,8.0
1974,Cluster Headaches,Deltasone,6.5
1975,Cluster Headaches,Dihydroergotamine,7.1
1976,Cluster Headaches,Imitrex,6.525
1977,Cluster Headaches,Imitrex Nasal,7.166666666666667
1978,Cluster Headaches,Imitrex Statdose,7.166666666666667
1979,Cluster Headaches,Indomethacin,6.4375
1980,Cluster Headaches,Isoptin SR,6.5
1981,Cluster Headaches,Lithium,5.857142857142857
1982,Cluster Headaches,Migranal,5.75
1983,Cluster Headaches,Prednisone,6.0625
1984,Cluster Headaches,Sansert,6.5
1985,Cluster Headaches,Sterapred DS,6.5
1986,Cluster Headaches,Sumatriptan,6.637931034482759
1987,Cluster Headaches,Sumavel DosePro,6.875
1988,Cluster Headaches,Tizanidine,5.71875
1989,Cluster Headaches,Verapamil,7.0
1990,Cluster Headaches,Verelan,8.0
1991,Cluster Headaches,Verelan PM,9.0
1992,Cluster Headaches,Zanaflex,6.6
1993,Cluster Headaches,Zolmitriptan,8.5
1994,Coccidioidomycosis,Itraconazole,6.0
1995,Coccidioidomycosis,Sporanox,6.0
1996,Cold Sores,Acyclovir,6.263888888888889
1997,Cold Sores,Acyclovir / hydrocortisone,9.0
1998,Cold Sores,Benzocaine,7.166666666666667
1999,Cold Sores,Denavir,6.712121212121212
2000,Cold Sores,Famciclovir,5.925925925925926
2001,Cold Sores,Famvir,6.428571428571429
2002,Cold Sores,Orajel,6.0
2003,Cold Sores,Penciclovir,6.666666666666667
2004,Cold Sores,Retre-Gel,10.0
2005,Cold Sores,Sitavig,7.071428571428571
2006,Cold Sores,Tetracaine,6.0
2007,Cold Sores,Valacyclovir,6.213483146067416
2008,Cold Sores,Valtrex,6.342741935483871
2009,Cold Sores,Zovirax Cream,5.1923076923076925
2010,Cold Sores,Zovirax Ointment,8.625
2011,Cold Symptoms,Acetaminophen / chlorpheniramine,7.3
2012,Cold Symptoms,Acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,2.5
2013,Cold Symptoms,Acetaminophen / chlorpheniramine / phenylephrine,5.285714285714286
2014,Cold Symptoms,Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,6.7
2015,Cold Symptoms,Acetaminophen / dextromethorphan / guaifenesin / phenylephrine,6.5
2016,Cold Symptoms,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,6.5
2017,Cold Symptoms,Acetaminophen / dextromethorphan / pseudoephedrine,5.5
2018,Cold Symptoms,Acetaminophen / diphenhydramine / phenylephrine,7.0
2019,Cold Symptoms,Actifed,8.083333333333334
2020,Cold Symptoms,Alka-Seltzer Plus Cold,6.333333333333333
2021,Cold Symptoms,Benadryl,7.5
2022,Cold Symptoms,Benadryl Allergy,5.0
2023,Cold Symptoms,Brompheniramine,7.75
2024,Cold Symptoms,Bronkaid,8.0
2025,Cold Symptoms,Cheratussin DAC,2.5
2026,Cold Symptoms,Chlorpheniramine,6.0
2027,Cold Symptoms,Chlorpheniramine / hydrocodone,7.269230769230769
2028,Cold Symptoms,Chlorpheniramine / phenylephrine,8.0
2029,Cold Symptoms,Codeine / guaifenesin / pseudoephedrine,2.5
2030,Cold Symptoms,Codimal DM,7.75
2031,Cold Symptoms,Coricidin HBP Cold & Flu,7.3
2032,Cold Symptoms,Dexbrompheniramine / pseudoephedrine,7.222222222222222
2033,Cold Symptoms,Dextromethorphan / phenylephrine / pyrilamine,7.75
2034,Cold Symptoms,Dextromethorphan / promethazine,9.5
2035,Cold Symptoms,Diphenhydramine,5.375
2036,Cold Symptoms,Drixoral Cold and Allergy,7.428571428571429
2037,Cold Symptoms,Echinacea,6.611111111111111
2038,Cold Symptoms,Ed A-Hist,6.5
2039,Cold Symptoms,Ephedrine / guaifenesin,7.4375
2040,Cold Symptoms,Mucinex Fast-Max Night Time Cold & Flu,3.5
2041,Cold Symptoms,Primatene,7.75
2042,Cold Symptoms,Promethazine DM,9.5
2043,Cold Symptoms,Pseudoephedrine / triprolidine,8.071428571428571
2044,Cold Symptoms,R-Tanna,9.5
2045,Cold Symptoms,Robitussin Cold Cough and Flu,6.5
2046,Cold Symptoms,Rynatan,8.0
2047,Cold Symptoms,Sudafed PE Severe Cold,7.5
2048,Cold Symptoms,Tussionex Pennkinetic,7.181818181818182
2049,Cold Symptoms,Tylenol Allergy Multi-Symptom Nighttime,9.5
2050,Cold Symptoms,Tylenol Cold,2.5
2051,Cold Symptoms,Vicks Nyquil D Cold and Flu Nighttime Relief,6.7
2052,Cold Symptoms,Vicks QlearQuil Nighttime Allergy Relief,1.5
2053,Colorectal Cance,Avastin,6.0
2054,Colorectal Cance,Bevacizumab,6.0
2055,Colorectal Cance,Camptosar,4.0
2056,Colorectal Cance,Capecitabine,6.2
2057,Colorectal Cance,Cetuximab,4.625
2058,Colorectal Cance,Erbitux,4.625
2059,Colorectal Cance,Irinotecan,4.0
2060,Colorectal Cance,Oxaliplatin,3.8333333333333335
2061,Colorectal Cance,Panitumumab,2.6666666666666665
2062,Colorectal Cance,Pembrolizumab,7.0
2063,Colorectal Cance,Regorafenib,9.0
2064,Colorectal Cance,Stivarga,9.0
2065,Colorectal Cance,Vectibix,3.0
2066,Colorectal Cance,Xeloda,6.166666666666667
2067,Computed Tomography,Barium sulfate,4.818181818181818
2068,Computed Tomography,Readi-Cat,6.75
2069,Computed Tomography,Readi-Cat 2,1.75
2070,Computed Tomography,Smoothie Readi-Cat 2,6.0
2071,Computed Tomography,Volumen,3.5
2072,Condylomata Acuminata,Aldara,4.5
2073,Condylomata Acuminata,Condylox,6.5
2074,Condylomata Acuminata,Echinacea,9.5
2075,Condylomata Acuminata,Imiquimod,5.8
2076,Condylomata Acuminata,Podofilox,6.181818181818182
2077,Conjunctivitis,Alrex,6.0
2078,Conjunctivitis,Dexamethasone,9.0
2079,Conjunctivitis,Gatifloxacin,7.5
2080,Conjunctivitis,Lotemax,1.0
2081,Conjunctivitis,Loteprednol,4.333333333333333
2082,Conjunctivitis,Sulfacetamide sodium,6.375
2083,Conjunctivitis,Zymar,7.5
2084,"Conjunctivitis, Allergic",Alamast,4.25
2085,"Conjunctivitis, Allergic",Alcaftadine,6.111111111111111
2086,"Conjunctivitis, Allergic",Alocril,6.5
2087,"Conjunctivitis, Allergic",Azelastine,8.333333333333334
2088,"Conjunctivitis, Allergic",Bepotastine,6.033333333333333
2089,"Conjunctivitis, Allergic",Bepreve,6.035714285714286
2090,"Conjunctivitis, Allergic",Elestat,6.666666666666667
2091,"Conjunctivitis, Allergic",Epinastine,6.666666666666667
2092,"Conjunctivitis, Allergic",Ketotifen,7.3125
2093,"Conjunctivitis, Allergic",Lastacaft,6.111111111111111
2094,"Conjunctivitis, Allergic",Nedocromil,6.5
2095,"Conjunctivitis, Allergic",Optivar,9.5
2096,"Conjunctivitis, Allergic",Pemirolast,4.25
2097,"Conjunctivitis, Allergic",Prednisone,8.5
2098,"Conjunctivitis, Allergic",Sterapred,8.5
2099,"Conjunctivitis, Allergic",Zaditor,8.166666666666666
2100,"Conjunctivitis, Bacterial",Azasite,3.1666666666666665
2101,"Conjunctivitis, Bacterial",Azithromycin,4.75
2102,"Conjunctivitis, Bacterial",Bacitracin / neomycin / polymyxin b,9.5
2103,"Conjunctivitis, Bacterial",Bacitracin / polymyxin b,6.5
2104,"Conjunctivitis, Bacterial",Besifloxacin,6.75
2105,"Conjunctivitis, Bacterial",Besivance,6.75
2106,"Conjunctivitis, Bacterial",Blephamide,9.0
2107,"Conjunctivitis, Bacterial",Ciprofloxacin,6.0
2108,"Conjunctivitis, Bacterial",Dexamethasone / neomycin / polymyxin b,4.5
2109,"Conjunctivitis, Bacterial",Dexamethasone / tobramycin,6.2
2110,"Conjunctivitis, Bacterial",Erythromycin,5.5
2111,"Conjunctivitis, Bacterial",Gramicidin / neomycin / polymyxin b,1.5
2112,"Conjunctivitis, Bacterial",Hydrocortisone / neomycin / polymyxin b,4.0
2113,"Conjunctivitis, Bacterial",Levofloxacin,2.0
2114,"Conjunctivitis, Bacterial",Loteprednol / tobramycin,7.5
2115,"Conjunctivitis, Bacterial",Maxitrol,6.5
2116,"Conjunctivitis, Bacterial",Moxeza,6.5
2117,"Conjunctivitis, Bacterial",Moxifloxacin,5.375
2118,"Conjunctivitis, Bacterial",Neo-Poly-Dex,3.5
2119,"Conjunctivitis, Bacterial",Polymyxin b / trimethoprim,5.5
2120,"Conjunctivitis, Bacterial",Polytrim,6.0
2121,"Conjunctivitis, Bacterial",Prednisolone / sulfacetamide sodium,9.0
2122,"Conjunctivitis, Bacterial",TobraDex,6.2
2123,"Conjunctivitis, Bacterial",Tobramycin,6.7
2124,"Conjunctivitis, Bacterial",Tobrex,9.0
2125,"Conjunctivitis, Bacterial",Vigamox,5.333333333333333
2126,"Conjunctivitis, Bacterial",Zylet,7.5
2127,Constipation,Amitiza,2.2
2128,Constipation,Bisacodyl,4.591049382716049
2129,Constipation,Citrate of Magnesia,8.5
2130,Constipation,ClearLax,7.875
2131,Constipation,Colace,8.0
2132,Constipation,Correctol,4.285714285714286
2133,Constipation,Docusate,6.333333333333333
2134,Constipation,Doxidan Tablet,6.5
2135,Constipation,Dulcolax,4.575371549893843
2136,Constipation,Dulcolax Laxative,5.346153846153846
2137,Constipation,Dulcolax Stool Softener,4.0
2138,Constipation,Enemeez Mini,6.0
2139,Constipation,Ex-Lax Maximum Relief Formula,1.5
2140,Constipation,Ex-Lax Regular Strength Pills,3.5
2141,Constipation,Feen-A-Mint,10.0
2142,Constipation,FiberCon,6.0
2143,Constipation,Fleet Bisacodyl,6.5
2144,Constipation,Fleet Enema,7.666666666666667
2145,Constipation,Fleet Glycerin Suppositories Adult,10.0
2146,Constipation,Fleet Phospho Soda,8.0
2147,Constipation,Fletchers Castoria,9.5
2148,Constipation,Glycerin,8.642857142857142
2149,Constipation,Lactobacillus acidophilus,5.5
2150,Constipation,Linaclotide,6.204081632653061
2151,Constipation,Linzess,6.204081632653061
2152,Constipation,Lubiprostone,2.2
2153,Constipation,Magnesium citrate,7.2214285714285715
2154,Constipation,Magnesium hydroxide,6.981481481481482
2155,Constipation,Magnesium oxide,7.277777777777778
2156,Constipation,Metamucil,7.0
2157,Constipation,Methylcellulose,5.333333333333333
2158,Constipation,Milk of Magnesia,6.4
2159,Constipation,MiraLax,6.844086021505376
2160,Constipation,PEG3350,5.5
2161,Constipation,Phillips' Milk of Magnesia,6.968421052631579
2162,Constipation,Polycarbophil,6.0
2163,Constipation,Polyethylene glycol 3350,6.817460317460317
2164,Constipation,Psyllium,7.0
2165,Constipation,Senexon,3.5
2166,Constipation,Senna,4.883928571428571
2167,Constipation,Senna Lax,3.25
2168,Constipation,Senokot,4.604166666666667
2169,Constipation,Sodium biphosphate / sodium phosphate,7.833333333333333
2170,Constipation,Sorbitol,6.0
2171,"Constipation, Acute",ClearLax,9.5
2172,"Constipation, Acute",Doc-Q-Lax,5.5
2173,"Constipation, Acute",Doculax,1.5
2174,"Constipation, Acute",Docusate / senna,6.045454545454546
2175,"Constipation, Acute",Lactulose,5.857142857142857
2176,"Constipation, Acute",MiraLax,6.611111111111111
2177,"Constipation, Acute",Peri-Colace,9.5
2178,"Constipation, Acute",Polyethylene glycol 3350,6.9
2179,"Constipation, Acute",Senna Plus,7.25
2180,"Constipation, Acute",Senna S,4.5
2181,"Constipation, Acute",Senokot S,6.0
2182,"Constipation, Chronic",Amitiza,5.8173076923076925
2183,"Constipation, Chronic",Constulose,9.5
2184,"Constipation, Chronic",GaviLyte-G,9.5
2185,"Constipation, Chronic",GaviLyte-N,9.0
2186,"Constipation, Chronic",Generlac,6.5
2187,"Constipation, Chronic",GoLYTELY,8.0
2188,"Constipation, Chronic",Lactulose,6.413043478260869
2189,"Constipation, Chronic",Linaclotide,6.308163265306122
2190,"Constipation, Chronic",Linzess,6.285416666666666
2191,"Constipation, Chronic",Lubiprostone,5.785046728971962
2192,"Constipation, Chronic",Methylnaltrexone,3.5
2193,"Constipation, Chronic",Movantik,1.5
2194,"Constipation, Chronic",MoviPrep,7.333333333333333
2195,"Constipation, Chronic",Naloxegol,1.5
2196,"Constipation, Chronic",Polyethylene glycol 3350 with electrolytes,7.545454545454546
2197,"Constipation, Chronic",Relistor,3.5
2198,"Constipation, Chronic",Tegaserod,6.9
2199,"Constipation, Chronic",Zelnorm,6.9
2200,"Constipation, Drug Induced",Amitiza,4.535714285714286
2201,"Constipation, Drug Induced",Lubiprostone,4.535714285714286
2202,"Constipation, Drug Induced",Methylnaltrexone,5.785714285714286
2203,"Constipation, Drug Induced",Movantik,3.9272727272727272
2204,"Constipation, Drug Induced",Naloxegol,3.9504504504504503
2205,"Constipation, Drug Induced",Relistor,5.785714285714286
2206,Corneal Refractive Surgery,Acular LS,9.0
2207,Corneal Refractive Surgery,Ketorolac,9.0
2208,Coronary Artery Disease,Amlodipine,2.0
2209,Coronary Artery Disease,Lisinopril,2.5
2210,Costochondritis,Aleve,6.5
2211,Costochondritis,Flanax Pain Reliever,10.0
2212,Costochondritis,Lidocaine,6.0
2213,Costochondritis,Naprosyn,7.75
2214,Costochondritis,Naproxen,6.833333333333333
2215,Cough,Acetaminophen / codeine,6.35
2216,Cough,Acetaminophen / hydrocodone,7.2
2217,Cough,Amitriptyline,6.5
2218,Cough,Benadryl,6.0
2219,Cough,Benzonatate,4.771897810218978
2220,Cough,Buckleys Mixture,8.5
2221,Cough,Cheratussin AC,5.055555555555555
2222,Cough,Chlorpheniramine / hydrocodone,7.574712643678161
2223,Cough,Codeine,6.833333333333333
2224,Cough,Codeine / guaifenesin,5.669811320754717
2225,Cough,Codeine / promethazine,6.034090909090909
2226,Cough,Delsym,3.8125
2227,Cough,Delsym 12 Hour Cough Relief,4.545454545454546
2228,Cough,Dextromethorphan,4.058479532163743
2229,Cough,Dextromethorphan / guaifenesin,5.833333333333333
2230,Cough,Dextromethorphan / promethazine,6.083333333333333
2231,Cough,Dilaudid,6.5
2232,Cough,Diphenhydramine,7.25
2233,Cough,Gabapentin,7.0
2234,Cough,Guaifenesin,5.744897959183674
2235,Cough,Guaifenesin / hydrocodone,8.666666666666666
2236,Cough,Homatropine / hydrocodone,6.794871794871795
2237,Cough,Hycodan,7.625
2238,Cough,Hydromet,6.730769230769231
2239,Cough,Hydromorphone,6.5
2240,Cough,Iophen-C NR,6.75
2241,Cough,Lortab,9.333333333333334
2242,Cough,Mucinex,5.685185185185185
2243,Cough,Mucinex DM,6.1
2244,Cough,Mucinex Maximum Strength,8.5
2245,Cough,Promethazine DM,6.083333333333333
2246,Cough,Robitussin Cough + Chest Congestion DM,7.5
2247,Cough,Robitussin CoughGels Long-Acting,6.25
2248,Cough,Tessalon,6.208333333333333
2249,Cough,Tessalon Perles,5.60655737704918
2250,Cough,TussiCaps,6.8
2251,Cough,Tussigon,6.5
2252,Cough,Tussionex Pennkinetic,7.676056338028169
2253,Cough,Tylenol with Codeine #3,5.583333333333333
2254,Cough,Vicks Formula 44,7.5
2255,Cough,Vicodin,6.5
2256,Cough,Vicodin ES,6.166666666666667
2257,Cough,Virtussin A / C,2.0
2258,Cough and Nasal Congestion,Bromfed DM,6.208333333333333
2259,Cough and Nasal Congestion,Brompheniramine / codeine / phenylephrine,10.0
2260,Cough and Nasal Congestion,Brompheniramine / dextromethorphan / phenylephrine,3.5
2261,Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,5.666666666666667
2262,Cough and Nasal Congestion,BroveX PEB DM,5.5
2263,Cough and Nasal Congestion,Capmist DM,6.5
2264,Cough and Nasal Congestion,Chlophedianol / guaifenesin / pseudoephedrine,6.0
2265,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,4.7
2266,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,7.5
2267,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,9.4
2268,Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / phenylephrine,7.75
2269,Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,8.75
2270,Cough and Nasal Congestion,Coricidin HBP Cough & Cold,5.166666666666667
2271,Cough and Nasal Congestion,Dextromethorphan / guaifenesin / phenylephrine,6.625
2272,Cough and Nasal Congestion,Dextromethorphan / guaifenesin / pseudoephedrine,7.083333333333333
2273,Cough and Nasal Congestion,Dimetapp Children's Cold & Cough,2.8333333333333335
2274,Cough and Nasal Congestion,Guaifenesin / phenylephrine,5.5
2275,Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,6.339887640449438
2276,Cough and Nasal Congestion,Hydrocodone / pseudoephedrine,8.125
2277,Cough and Nasal Congestion,M-End PE,10.0
2278,Cough and Nasal Congestion,Maxichlor PSE DM,9.0
2279,Cough and Nasal Congestion,Maxifed DM,5.5
2280,Cough and Nasal Congestion,Mucinex D,6.385350318471337
2281,Cough and Nasal Congestion,Mucinex D Maximum Strength,5.5
2282,Cough and Nasal Congestion,Mucinex Fast-Max Severe Congestion & Cough,6.625
2283,Cough and Nasal Congestion,Q-Tapp DM,8.5
2284,Cough and Nasal Congestion,Rezira,8.125
2285,Cough and Nasal Congestion,Sildec-PE DM,7.75
2286,Cough and Nasal Congestion,Vanatab DX,6.0
2287,Cough and Nasal Congestion,Zutripro,8.75
2288,Crohn's Disease,Adalimumab,5.5344827586206895
2289,Crohn's Disease,Apriso,3.375
2290,Crohn's Disease,Asacol,6.416666666666667
2291,Crohn's Disease,Azasan,9.0
2292,Crohn's Disease,Azathioprine,4.916666666666667
2293,Crohn's Disease,Balsalazide,5.7
2294,Crohn's Disease,Budesonide,6.5
2295,Crohn's Disease,Canasa,8.5
2296,Crohn's Disease,Certolizumab,6.25
2297,Crohn's Disease,Cholestyramine,6.3125
2298,Crohn's Disease,Cholestyramine Light,9.5
2299,Crohn's Disease,Cimzia,6.25
2300,Crohn's Disease,Cipro,6.5
2301,Crohn's Disease,Ciprofloxacin,6.25
2302,Crohn's Disease,Colazal,6.166666666666667
2303,Crohn's Disease,Entocort EC,8.0
2304,Crohn's Disease,Entyvio,4.166666666666667
2305,Crohn's Disease,Humira,5.5344827586206895
2306,Crohn's Disease,HyoMax SR,5.5
2307,Crohn's Disease,Hyoscyamine,5.666666666666667
2308,Crohn's Disease,Imuran,3.5
2309,Crohn's Disease,Infliximab,4.7272727272727275
2310,Crohn's Disease,Levsin SL,5.75
2311,Crohn's Disease,Lialda,5.625
2312,Crohn's Disease,Mesalamine,5.956521739130435
2313,Crohn's Disease,Pentasa,6.75
2314,Crohn's Disease,Prevalite,5.5
2315,Crohn's Disease,Questran,6.5
2316,Crohn's Disease,Questran Light,5.833333333333333
2317,Crohn's Disease,Remicade,4.444444444444445
2318,Crohn's Disease,Rifaximin,6.625
2319,Crohn's Disease,Stelara,9.0
2320,Crohn's Disease,Sulfasalazine,7.3
2321,Crohn's Disease,Tacrolimus,5.75
2322,Crohn's Disease,Ustekinumab,7.75
2323,Crohn's Disease,Vedolizumab,3.923076923076923
2324,Crohn's Disease,Xifaxan,6.625
2325,"Crohn's Disease, Acute",Adalimumab,5.5
2326,"Crohn's Disease, Acute",Azathioprine,4.666666666666667
2327,"Crohn's Disease, Acute",Budesonide,8.166666666666666
2328,"Crohn's Disease, Acute",Certolizumab,7.5
2329,"Crohn's Disease, Acute",Cimzia,7.5
2330,"Crohn's Disease, Acute",Entocort EC,8.166666666666666
2331,"Crohn's Disease, Acute",Flagyl,8.5
2332,"Crohn's Disease, Acute",Humira,5.5
2333,"Crohn's Disease, Acute",Imuran,4.666666666666667
2334,"Crohn's Disease, Acute",Infliximab,5.25
2335,"Crohn's Disease, Acute",Mercaptopurine,6.5
2336,"Crohn's Disease, Acute",Metronidazole,5.928571428571429
2337,"Crohn's Disease, Acute",Remicade,5.25
2338,"Crohn's Disease, Acute",Sulfasalazine,2.0
2339,"Crohn's Disease, Acute",Sulfazine,2.0
2340,"Crohn's Disease, Maintenance",Adalimumab,6.1891891891891895
2341,"Crohn's Disease, Maintenance",Asacol,5.571428571428571
2342,"Crohn's Disease, Maintenance",Asacol HD,8.0
2343,"Crohn's Disease, Maintenance",Azathioprine,5.8
2344,"Crohn's Disease, Maintenance",Budesonide,7.833333333333333
2345,"Crohn's Disease, Maintenance",Certolizumab,7.166666666666667
2346,"Crohn's Disease, Maintenance",Cimzia,7.166666666666667
2347,"Crohn's Disease, Maintenance",Entocort EC,7.833333333333333
2348,"Crohn's Disease, Maintenance",Flagyl,6.5
2349,"Crohn's Disease, Maintenance",Humira,6.1891891891891895
2350,"Crohn's Disease, Maintenance",Imuran,5.722222222222222
2351,"Crohn's Disease, Maintenance",Infliximab,6.178571428571429
2352,"Crohn's Disease, Maintenance",Mercaptopurine,3.75
2353,"Crohn's Disease, Maintenance",Mesalamine,6.329545454545454
2354,"Crohn's Disease, Maintenance",Metronidazole,6.0
2355,"Crohn's Disease, Maintenance",Pentasa,6.294117647058823
2356,"Crohn's Disease, Maintenance",Remicade,6.178571428571429
2357,"Crohn's Disease, Maintenance",Salofalk,9.5
2358,Croup,Decadron,8.5
2359,Croup,Dexamethasone,8.5
2360,Cutaneous Candidiasis,Clotrimazole,9.5
2361,Cutaneous Candidiasis,Econazole,6.5
2362,Cutaneous Candidiasis,Ketoconazole,5.5
2363,Cutaneous Candidiasis,Mycolog II,9.25
2364,Cutaneous Candidiasis,Nyamyc,6.5
2365,Cutaneous Candidiasis,Nystatin,6.416666666666667
2366,Cutaneous Candidiasis,Nystatin / triamcinolone,7.75
2367,Cutaneous Candidiasis,Nystop,6.5
2368,Cutaneous Candidiasis,Terbinafine,1.75
2369,Cutaneous Candidiasis,Xolegel,5.5
2370,Cutaneous T-cell Lymphoma,Bexarotene,7.5
2371,Cutaneous T-cell Lymphoma,Targretin,7.5
2372,Cyclic Vomiting Syndrome,Amitriptyline,6.65
2373,Cyclic Vomiting Syndrome,Elavil,7.0
2374,Cyclic Vomiting Syndrome,Nortriptyline,7.0
2375,Cyclic Vomiting Syndrome,Pamelor,5.0
2376,Cyclic Vomiting Syndrome,Sumatriptan,7.125
2377,Cyclitis,Lotemax,6.5
2378,Cyclitis,Loteprednol,6.5
2379,Cyclothymic Disorde,Lamotrigine,7.833333333333333
2380,Cyclothymic Disorde,Lithium,10.0
2381,Cyclothymic Disorde,Oxcarbazepine,6.5
2382,Cystic Fibrosis,Advil,9.5
2383,Cystic Fibrosis,Amikacin,1.5
2384,Cystic Fibrosis,Amikin,1.5
2385,Cystic Fibrosis,Azithromycin,9.0
2386,Cystic Fibrosis,Creon,7.25
2387,Cystic Fibrosis,Dornase alfa,10.0
2388,Cystic Fibrosis,Ibuprofen,9.5
2389,Cystic Fibrosis,Ivacaftor,6.0
2390,Cystic Fibrosis,Kalydeco,6.0
2391,Cystic Fibrosis,Pancrelipase,7.1
2392,Cystic Fibrosis,Pulmozyme,10.0
2393,Cystic Fibrosis,Zithromax,9.0
2394,Dandruff,Ketoconazole,6.9
2395,Dandruff,Nizoral A-D,9.5
2396,Dandruff,Nizoral Shampoo,4.0
2397,Dandruff,Pyrithione zinc,9.5
2398,Dandruff,Salicylic acid / sulfur,6.5
2399,Dandruff,Sebulex,6.5
2400,Deep Neck Infection,Clindamycin,5.875
2401,Deep Neck Infection,Metronidazole,9.0
2402,Deep Neck Infection,Piperacillin / tazobactam,8.5
2403,Deep Neck Infection,Zosyn,8.5
2404,Deep Vein Thrombosis,Apixaban,4.3
2405,Deep Vein Thrombosis,Arixtra,5.5
2406,Deep Vein Thrombosis,Dabigatran,5.333333333333333
2407,Deep Vein Thrombosis,Eliquis,4.3
2408,Deep Vein Thrombosis,Enoxaparin,7.416666666666667
2409,Deep Vein Thrombosis,Fondaparinux,5.5
2410,Deep Vein Thrombosis,Innohep,9.0
2411,Deep Vein Thrombosis,Lovenox,7.416666666666667
2412,Deep Vein Thrombosis,Pradaxa,5.333333333333333
2413,Deep Vein Thrombosis,Rivaroxaban,5.222222222222222
2414,Deep Vein Thrombosis,Tinzaparin,7.0
2415,Deep Vein Thrombosis,Xarelto,5.287878787878788
2416,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Coumadin,3.0
2417,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Enoxaparin,10.0
2418,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Rivaroxaban,4.5
2419,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Warfarin,3.0
2420,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Xarelto,4.5
2421,Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,Coumadin,6.0
2422,Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,Warfarin,6.0
2423,"Deep Vein Thrombosis, First Event",Coumadin,7.0
2424,"Deep Vein Thrombosis, First Event",Warfarin,6.642857142857143
2425,"Deep Vein Thrombosis, Prophylaxis",Apixaban,3.0
2426,"Deep Vein Thrombosis, Prophylaxis",Arixtra,5.5
2427,"Deep Vein Thrombosis, Prophylaxis",Dabigatran,2.5
2428,"Deep Vein Thrombosis, Prophylaxis",Eliquis,3.0
2429,"Deep Vein Thrombosis, Prophylaxis",Enoxaparin,5.833333333333333
2430,"Deep Vein Thrombosis, Prophylaxis",Fondaparinux,5.5
2431,"Deep Vein Thrombosis, Prophylaxis",Lovenox,5.833333333333333
2432,"Deep Vein Thrombosis, Prophylaxis",Pradaxa,2.5
2433,"Deep Vein Thrombosis, Prophylaxis",Rivaroxaban,5.875
2434,"Deep Vein Thrombosis, Prophylaxis",Xarelto,5.875
2435,"Deep Vein Thrombosis, Recurrent Event",Coumadin,5.75
2436,"Deep Vein Thrombosis, Recurrent Event",Rivaroxaban,3.75
2437,"Deep Vein Thrombosis, Recurrent Event",Warfarin,5.75
2438,"Deep Vein Thrombosis, Recurrent Event",Xarelto,4.333333333333333
2439,Dementia,Haldol,2.0
2440,Dementia,Haloperidol,2.375
2441,Dental Abscess,Amoxicillin,4.15
2442,Dental Abscess,Amoxil,6.5
2443,Dental Abscess,Biaxin,7.5
2444,Dental Abscess,Clarithromycin,5.3
2445,Dental Abscess,Erythromycin,3.875
2446,Dental Abscess,Flagyl,6.285714285714286
2447,Dental Abscess,Metronidazole,4.92
2448,Depression,Abilify,5.822164948453608
2449,Depression,Abilify Discmelt,6.0
2450,Depression,Alprazolam,6.689024390243903
2451,Depression,Amitriptyline,6.745098039215686
2452,Depression,Amitriptyline / chlordiazepoxide,6.125
